proteinA,Gene_Symbol,proteinB,Accession
A0A286YF60,SCYGR3,SARS-CoV-2_nsp6,P0DTC1
A0A286YF01,SCYGR7,SARS-CoV-2_nsp6,P0DTC1
A0A286YF46,SCYGR5,SARS-CoV-2_nsp6,P0DTC1
H3BMG3,SMKR1,SARS-CoV-2_nsp6,P0DTC1
Q7L7L0,H2AW,SARS-CoV-2_nsp6,P0DTC1
Q701N4,KRTAP5-2,SARS-CoV-2_nsp6,P0DTC1
Q9BYQ9,KRTAP4-8,SARS-CoV-2_nsp6,P0DTC1
Q9BQ66,KRTAP4-12,SARS-CoV-2_nsp6,P0DTC1
Q6L8G9,KRTAP5-6,SARS-CoV-2_nsp6,P0DTC1
Q9BYQ0,KRTAP9-8,SARS-CoV-2_nsp6,P0DTC1
Q6L8H1,KRTAP5-4,SARS-CoV-2_nsp6,P0DTC1
Q96FV0,LRRC46,SARS-CoV-2_nsp6,P0DTC1
A0A1B0GTQ4,MYMX,SARS-CoV-2_nsp6,P0DTC1
P0C6T2,OST4,SARS-CoV-2_nsp6,P0DTC1
O75915,ARL6IP5,SARS-CoV-2_nsp6,P0DTC1
Q8WVE7,TMEM170A,SARS-CoV-2_nsp6,P0DTC1
Q9BYD1,MRPL13,SARS-CoV-2_nsp6,P0DTC1
Q9Y5Y9,SCN10A,SARS-CoV-2_nsp6,P0DTC1
Q8N4H5,TOMM5,SARS-CoV-2_nsp6,P0DTC1
Q9P0U1,TOMM7,SARS-CoV-2_nsp6,P0DTC1
Q8N6R1,SERP2,SARS-CoV-2_nsp6,P0DTC1
P49888,SULT1E1,SARS-CoV-2_nsp6,P0DTC1
A0A1B0GTR4,SPRR5,SARS-CoV-2_nsp6,P0DTC1
P42677,RPS27,SARS-CoV-2_nsp6,P0DTC1
A0A286YFB4,SCYGR2,SARS-CoV-2_nsp6,P0DTC1
Q8TAP9,MPLKIP,SARS-CoV-2_nsp6,P0DTC1
P17568,NDUFB7,SARS-CoV-2_nsp6,P0DTC1
Q8IVI9,NOSTRIN,SARS-CoV-2_nsp6,P0DTC1
Q6PJE2,POMZP3,SARS-CoV-2_nsp6,P0DTC1
Q5T2D3,OTUD3,SARS-CoV-2_nsp6,P0DTC1
P18509,ADCYAP1,SARS-CoV-2_nsp6,P0DTC1
A6NKN8,PCP4L1,SARS-CoV-2_nsp6,P0DTC1
P62081,RPS7,SARS-CoV-2_nsp6,P0DTC1
P62861,FAU,SARS-CoV-2_nsp6,P0DTC1
Q9HBM6,TAF9B,SARS-CoV-2_nsp6,P0DTC1
Q86YD5,LDLRAD3,SARS-CoV-2_nsp6,P0DTC1
Q9NPJ6,MED4,SARS-CoV-2_nsp6,P0DTC1
A2RU48,SMCO3,SARS-CoV-2_nsp6,P0DTC1
Q9UHV2,SERTAD1,SARS-CoV-2_nsp6,P0DTC1
Q96MT0,,SARS-CoV-2_nsp6,P0DTC1
A8MUU9,,SARS-CoV-2_nsp6,P0DTC1
Q9BTK2,,SARS-CoV-2_nsp6,P0DTC1
A6NHS1,,SARS-CoV-2_nsp6,P0DTC1
Q9UF83,,SARS-CoV-2_nsp6,P0DTC1
