proteinA,Gene_Symbol,proteinB,Accession
Q86V87,FHIP2B,SARS-CoV-2_ORF6,P0DTC6
P50151,GNG10,SARS-CoV-2_ORF6,P0DTC6
O94808,GFPT2,SARS-CoV-2_ORF6,P0DTC6
Q15053,KIAA0040,SARS-CoV-2_ORF6,P0DTC6
P07476,IVL,SARS-CoV-2_ORF6,P0DTC6
Q8WWA0,ITLN1,SARS-CoV-2_ORF6,P0DTC6
P14618,PKM,SARS-CoV-2_ORF6,P0DTC6
Q93077,H2AC6,SARS-CoV-2_ORF6,P0DTC6
Q99878,H2AC14,SARS-CoV-2_ORF6,P0DTC6
Q16777,H2AC20,SARS-CoV-2_ORF6,P0DTC6
Q9BS18,ANAPC13,SARS-CoV-2_ORF6,P0DTC6
Q8N6S5,ARL6IP6,SARS-CoV-2_ORF6,P0DTC6
Q16627,CCL14,SARS-CoV-2_ORF6,P0DTC6
Q92688,ANP32B,SARS-CoV-2_ORF6,P0DTC6
P24539,ATP5PB,SARS-CoV-2_ORF6,P0DTC6
Q9NWQ9,C14orf119,SARS-CoV-2_ORF6,P0DTC6
P26436,ACRV1,SARS-CoV-2_ORF6,P0DTC6
Q9NSA3,CTNNBIP1,SARS-CoV-2_ORF6,P0DTC6
O15247,CLIC2,SARS-CoV-2_ORF6,P0DTC6
P06576,ATP5F1B,SARS-CoV-2_ORF6,P0DTC6
Q8N4C9,C17orf78,SARS-CoV-2_ORF6,P0DTC6
O75964,ATP5MG,SARS-CoV-2_ORF6,P0DTC6
Q567U6,CCDC93,SARS-CoV-2_ORF6,P0DTC6
Q9Y6E2,BZW2,SARS-CoV-2_ORF6,P0DTC6
Q30KQ1,DEFB133,SARS-CoV-2_ORF6,P0DTC6
Q9UBC3,DNMT3B,SARS-CoV-2_ORF6,P0DTC6
O00472,ELL2,SARS-CoV-2_ORF6,P0DTC6
Q6QNY0,BLOC1S3,SARS-CoV-2_ORF6,P0DTC6
Q9UKU7,ACAD8,SARS-CoV-2_ORF6,P0DTC6
Q96K17,BTF3L4,SARS-CoV-2_ORF6,P0DTC6
P62952,BLCAP,SARS-CoV-2_ORF6,P0DTC6
P02656,APOC3,SARS-CoV-2_ORF6,P0DTC6
Q9UJ72,ANXA10,SARS-CoV-2_ORF6,P0DTC6
Q9BRK5,SDF4,SARS-CoV-2_ORF6,P0DTC6
Q96BS2,TESC,SARS-CoV-2_ORF6,P0DTC6
P86790,CCZ1B,SARS-CoV-2_ORF6,P0DTC6
Q96NS8,CLUHP3,SARS-CoV-2_ORF6,P0DTC6
Q8WXC6,COPS9,SARS-CoV-2_ORF6,P0DTC6
O75177,SS18L1,SARS-CoV-2_ORF6,P0DTC6
P35221,CTNNA1,SARS-CoV-2_ORF6,P0DTC6
O75712,GJB3,SARS-CoV-2_ORF6,P0DTC6
Q14093,CYLC2,SARS-CoV-2_ORF6,P0DTC6
A6NEY3,GOLGA6L3,SARS-CoV-2_ORF6,P0DTC6
Q9BV81,EMC6,SARS-CoV-2_ORF6,P0DTC6
Q08E93,FAM27E3,SARS-CoV-2_ORF6,P0DTC6
Q9UKR5,ERG28,SARS-CoV-2_ORF6,P0DTC6
Q6P6B1,ERICH5,SARS-CoV-2_ORF6,P0DTC6
P0CAP2,POLR2M,SARS-CoV-2_ORF6,P0DTC6
Q9P1F3,ABRACL,SARS-CoV-2_ORF6,P0DTC6
P56378,ATP5MJ,SARS-CoV-2_ORF6,P0DTC6
Q9P2G1,ANKIB1,SARS-CoV-2_ORF6,P0DTC6
Q5T1N1,AKNAD1,SARS-CoV-2_ORF6,P0DTC6
Q99873,PRMT1,SARS-CoV-2_ORF6,P0DTC6
Q9NR22,PRMT8,SARS-CoV-2_ORF6,P0DTC6
P55056,APOC4,SARS-CoV-2_ORF6,P0DTC6
P02647,APOA1,SARS-CoV-2_ORF6,P0DTC6
P03950,ANG,SARS-CoV-2_ORF6,P0DTC6
Q6PJW8,CNST,SARS-CoV-2_ORF6,P0DTC6
Q96SN8,CDK5RAP2,SARS-CoV-2_ORF6,P0DTC6
Q156A1,ATXN8,SARS-CoV-2_ORF6,P0DTC6
O15155,BET1,SARS-CoV-2_ORF6,P0DTC6
Q6PGQ7,BORA,SARS-CoV-2_ORF6,P0DTC6
Q5VUE5,C1orf53,SARS-CoV-2_ORF6,P0DTC6
Q86VP6,CAND1,SARS-CoV-2_ORF6,P0DTC6
Q8IVM0,CCDC50,SARS-CoV-2_ORF6,P0DTC6
Q9BUX1,CHAC1,SARS-CoV-2_ORF6,P0DTC6
Q9UI47,CTNNA3,SARS-CoV-2_ORF6,P0DTC6
Q9UBI6,GNG12,SARS-CoV-2_ORF6,P0DTC6
P61952,GNG11,SARS-CoV-2_ORF6,P0DTC6
P01148,GNRH1,SARS-CoV-2_ORF6,P0DTC6
Q9BYF1,ACE2,SARS-CoV-2_ORF6,P0DTC6
Q15699,ALX1,SARS-CoV-2_ORF6,P0DTC6
Q8TD30,GPT2,SARS-CoV-2_ORF6,P0DTC6
Q6ZSJ8,C1orf122,SARS-CoV-2_ORF6,P0DTC6
Q9Y3E0,GOLT1B,SARS-CoV-2_ORF6,P0DTC6
Q7L5A8,FA2H,SARS-CoV-2_ORF6,P0DTC6
Q9NQT4,EXOSC5,SARS-CoV-2_ORF6,P0DTC6
P61328,FGF12,SARS-CoV-2_ORF6,P0DTC6
B3EWG5,FAM25C,SARS-CoV-2_ORF6,P0DTC6
Q5VT28,FAM27B,SARS-CoV-2_ORF6,P0DTC6
P30519,HMOX2,SARS-CoV-2_ORF6,P0DTC6
P05114,HMGN1,SARS-CoV-2_ORF6,P0DTC6
P05204,HMGN2,SARS-CoV-2_ORF6,P0DTC6
P82970,HMGN5,SARS-CoV-2_ORF6,P0DTC6
A6NJ69,IGIP,SARS-CoV-2_ORF6,P0DTC6
P01562,IFNA1,SARS-CoV-2_ORF6,P0DTC6
P22301,IL10,SARS-CoV-2_ORF6,P0DTC6
P20151,KLK2,SARS-CoV-2_ORF6,P0DTC6
Q5T7P2,LCE1A,SARS-CoV-2_ORF6,P0DTC6
Q5T751,LCE1C,SARS-CoV-2_ORF6,P0DTC6
Q5TA79,LCE2A,SARS-CoV-2_ORF6,P0DTC6
Q5T752,LCE1D,SARS-CoV-2_ORF6,P0DTC6
Q5T754,LCE1F,SARS-CoV-2_ORF6,P0DTC6
Q5TA81,LCE2C,SARS-CoV-2_ORF6,P0DTC6
Q93083,MT1L,SARS-CoV-2_ORF6,P0DTC6
Q8N339,MT1M,SARS-CoV-2_ORF6,P0DTC6
Q86WU2,LDHD,SARS-CoV-2_ORF6,P0DTC6
Q86XG9,NBPF5P,SARS-CoV-2_ORF6,P0DTC6
P20794,MAK,SARS-CoV-2_ORF6,P0DTC6
Q5TGZ0,MICOS10,SARS-CoV-2_ORF6,P0DTC6
Q9NYZ2,SLC25A37,SARS-CoV-2_ORF6,P0DTC6
Q9Y316,MEMO1,SARS-CoV-2_ORF6,P0DTC6
Q99735,MGST2,SARS-CoV-2_ORF6,P0DTC6
Q8NCR3,MFI,SARS-CoV-2_ORF6,P0DTC6
Q9NX70,MED29,SARS-CoV-2_ORF6,P0DTC6
Q96M02,C10orf90,SARS-CoV-2_ORF6,P0DTC6
Q56P03,EAPP,SARS-CoV-2_ORF6,P0DTC6
Q9Y696,CLIC4,SARS-CoV-2_ORF6,P0DTC6
P20849,COL9A1,SARS-CoV-2_ORF6,P0DTC6
Q9UGM3,DMBT1,SARS-CoV-2_ORF6,P0DTC6
A0A2Z4LIS9,FOXO3B,SARS-CoV-2_ORF6,P0DTC6
Q96KT0,FAM167A-AS1,SARS-CoV-2_ORF6,P0DTC6
A6NGS2,ERICH4,SARS-CoV-2_ORF6,P0DTC6
Q9GZV9,FGF23,SARS-CoV-2_ORF6,P0DTC6
Q5CZC0,FSIP2,SARS-CoV-2_ORF6,P0DTC6
Q14353,GAMT,SARS-CoV-2_ORF6,P0DTC6
Q2TAP0,GOLGA7B,SARS-CoV-2_ORF6,P0DTC6
P10412,H1-4,SARS-CoV-2_ORF6,P0DTC6
Q8IUE6,H2AC21,SARS-CoV-2_ORF6,P0DTC6
Q9UHA7,IL36A,SARS-CoV-2_ORF6,P0DTC6
P01584,IL1B,SARS-CoV-2_ORF6,P0DTC6
Q13576,IQGAP2,SARS-CoV-2_ORF6,P0DTC6
P0DM35,MT1HL1,SARS-CoV-2_ORF6,P0DTC6
H3BQJ8,LY6L,SARS-CoV-2_ORF6,P0DTC6
Q6UWN0,LYPD4,SARS-CoV-2_ORF6,P0DTC6
Q9NQ29,LUC7L,SARS-CoV-2_ORF6,P0DTC6
Q9UHH9,IP6K2,SARS-CoV-2_ORF6,P0DTC6
P60014,KRTAP10-10,SARS-CoV-2_ORF6,P0DTC6
Q5H943,CT83,SARS-CoV-2_ORF6,P0DTC6
Q3LI61,KRTAP20-2,SARS-CoV-2_ORF6,P0DTC6
Q86Y97,KMT5C,SARS-CoV-2_ORF6,P0DTC6
Q6PEX3,KRTAP26-1,SARS-CoV-2_ORF6,P0DTC6
Q9BYR2,KRTAP4-5,SARS-CoV-2_ORF6,P0DTC6
Q9BYQ7,KRTAP4-1,SARS-CoV-2_ORF6,P0DTC6
Q5NE16,CTSL3P,SARS-CoV-2_ORF6,P0DTC6
Q86X02,CDR2L,SARS-CoV-2_ORF6,P0DTC6
Q9UNI1,CELA1,SARS-CoV-2_ORF6,P0DTC6
Q30KP8,DEFB136,SARS-CoV-2_ORF6,P0DTC6
Q96DP5,MTFMT,SARS-CoV-2_ORF6,P0DTC6
Q96PS6,GAFA1,SARS-CoV-2_ORF6,P0DTC6
Q9UK08,GNG8,SARS-CoV-2_ORF6,P0DTC6
P01567,IFNA7,SARS-CoV-2_ORF6,P0DTC6
Q02535,ID3,SARS-CoV-2_ORF6,P0DTC6
P15248,IL9,SARS-CoV-2_ORF6,P0DTC6
P05000,IFNW1,SARS-CoV-2_ORF6,P0DTC6
P09341,CXCL1,SARS-CoV-2_ORF6,P0DTC6
Q8IV33,KIAA0825,SARS-CoV-2_ORF6,P0DTC6
Q701N2,KRTAP5-5,SARS-CoV-2_ORF6,P0DTC6
Q9BYR6,KRTAP3-3,SARS-CoV-2_ORF6,P0DTC6
A8MVA2,KRTAP9-6,SARS-CoV-2_ORF6,P0DTC6
Q6L8H4,KRTAP5-1,SARS-CoV-2_ORF6,P0DTC6
P0C7H8,KRTAP2-3,SARS-CoV-2_ORF6,P0DTC6
Q6L8H2,KRTAP5-3,SARS-CoV-2_ORF6,P0DTC6
Q9H6Y5,MAGIX,SARS-CoV-2_ORF6,P0DTC6
O95868,LY6G6D,SARS-CoV-2_ORF6,P0DTC6
Q14210,LY6D,SARS-CoV-2_ORF6,P0DTC6
A6BM72,MEGF11,SARS-CoV-2_ORF6,P0DTC6
Q5VZ52,MORN5,SARS-CoV-2_ORF6,P0DTC6
O97980,HMHB1,SARS-CoV-2_ORF6,P0DTC6
P04035,HMGCR,SARS-CoV-2_ORF6,P0DTC6
Q9NWZ8,GEMIN8,SARS-CoV-2_ORF6,P0DTC6
Q9H2K0,MTIF3,SARS-CoV-2_ORF6,P0DTC6
P31150,GDI1,SARS-CoV-2_ORF6,P0DTC6
P63218,GNG5,SARS-CoV-2_ORF6,P0DTC6
O95843,GUCA1C,SARS-CoV-2_ORF6,P0DTC6
Q02539,H1-1,SARS-CoV-2_ORF6,P0DTC6
Q86UQ5,GTSCR1,SARS-CoV-2_ORF6,P0DTC6
P22492,H1-6,SARS-CoV-2_ORF6,P0DTC6
Q9UII4,HERC5,SARS-CoV-2_ORF6,P0DTC6
P08238,HSP90AB1,SARS-CoV-2_ORF6,P0DTC6
O00198,HRK,SARS-CoV-2_ORF6,P0DTC6
Q7Z2Q7,LRRC70,SARS-CoV-2_ORF6,P0DTC6
Q32MZ4,LRRFIP1,SARS-CoV-2_ORF6,P0DTC6
Q8TC05,MDM1,SARS-CoV-2_ORF6,P0DTC6
P10145,CXCL8,SARS-CoV-2_ORF6,P0DTC6
Q99797,MIPEP,SARS-CoV-2_ORF6,P0DTC6
P0C5Y4,KRTAP1-4,SARS-CoV-2_ORF6,P0DTC6
Q9BYU5,KRTAP2-1,SARS-CoV-2_ORF6,P0DTC6
Q9BYT5,KRTAP2-2,SARS-CoV-2_ORF6,P0DTC6
Q5T871,LELP1,SARS-CoV-2_ORF6,P0DTC6
O95447,LCA5L,SARS-CoV-2_ORF6,P0DTC6
Q5T753,LCE1E,SARS-CoV-2_ORF6,P0DTC6
Q5TA82,LCE2D,SARS-CoV-2_ORF6,P0DTC6
P04731,MT1A,SARS-CoV-2_ORF6,P0DTC6
P13640,MT1G,SARS-CoV-2_ORF6,P0DTC6
P80294,MT1H,SARS-CoV-2_ORF6,P0DTC6
Q9H867,VCPKMT,SARS-CoV-2_ORF6,P0DTC6
P02795,MT2A,SARS-CoV-2_ORF6,P0DTC6
Q9P2X0,DPM3,SARS-CoV-2_ORF6,P0DTC6
Q9P000,COMMD9,SARS-CoV-2_ORF6,P0DTC6
Q5UCC4,EMC10,SARS-CoV-2_ORF6,P0DTC6
Q8NBI2,CYB561A3,SARS-CoV-2_ORF6,P0DTC6
O95715,CXCL14,SARS-CoV-2_ORF6,P0DTC6
Q8IWE4,DCUN1D3,SARS-CoV-2_ORF6,P0DTC6
P35638,DDIT3,SARS-CoV-2_ORF6,P0DTC6
Q8NEX9,SDR9C7,SARS-CoV-2_ORF6,P0DTC6
P09681,GIP,SARS-CoV-2_ORF6,P0DTC6
Q9UPQ8,DOLK,SARS-CoV-2_ORF6,P0DTC6
P52798,EFNA4,SARS-CoV-2_ORF6,P0DTC6
Q5T7N8,FAM27D1,SARS-CoV-2_ORF6,P0DTC6
B3EWG6,FAM25G,SARS-CoV-2_ORF6,P0DTC6
O00623,PEX12,SARS-CoV-2_ORF6,P0DTC6
Q9NXJ5,PGPEP1,SARS-CoV-2_ORF6,P0DTC6
Q5VT33,LINC01545,SARS-CoV-2_ORF6,P0DTC6
A8MYA2,CXorf49,SARS-CoV-2_ORF6,P0DTC6
A0A1B0GTR3,CXorf51A,SARS-CoV-2_ORF6,P0DTC6
P0DPH9,CXorf51B,SARS-CoV-2_ORF6,P0DTC6
Q5VW32,BROX,SARS-CoV-2_ORF6,P0DTC6
Q9H8S5,CCNP,SARS-CoV-2_ORF6,P0DTC6
Q8N1B3,CCNQ,SARS-CoV-2_ORF6,P0DTC6
Q9BUN8,DERL1,SARS-CoV-2_ORF6,P0DTC6
Q8N3K9,CMYA5,SARS-CoV-2_ORF6,P0DTC6
P55084,HADHB,SARS-CoV-2_ORF6,P0DTC6
P08572,COL4A2,SARS-CoV-2_ORF6,P0DTC6
Q86WR6,C17orf64,SARS-CoV-2_ORF6,P0DTC6
Q9P1W3,TMEM63C,SARS-CoV-2_ORF6,P0DTC6
Q93034,CUL5,SARS-CoV-2_ORF6,P0DTC6
Q8N144,GJD3,SARS-CoV-2_ORF6,P0DTC6
Q00444,HOXC5,SARS-CoV-2_ORF6,P0DTC6
P14902,IDO1,SARS-CoV-2_ORF6,P0DTC6
P24001,IL32,SARS-CoV-2_ORF6,P0DTC6
Q96II8,LRCH3,SARS-CoV-2_ORF6,P0DTC6
Q96A32,MYLPF,SARS-CoV-2_ORF6,P0DTC6
Q69YL0,NCBP2AS2,SARS-CoV-2_ORF6,P0DTC6
Q5TEU4,NDUFAF5,SARS-CoV-2_ORF6,P0DTC6
Q92686,NRGN,SARS-CoV-2_ORF6,P0DTC6
Q8NHS2,GOT1L1,SARS-CoV-2_ORF6,P0DTC6
P43652,AFM,SARS-CoV-2_ORF6,P0DTC6
P12236,SLC25A6,SARS-CoV-2_ORF6,P0DTC6
P09525,ANXA4,SARS-CoV-2_ORF6,P0DTC6
Q9UNK9,ANGEL1,SARS-CoV-2_ORF6,P0DTC6
Q8IYS0,GRAMD1C,SARS-CoV-2_ORF6,P0DTC6
Q8IU53,CASC2,SARS-CoV-2_ORF6,P0DTC6
P31944,CASP14,SARS-CoV-2_ORF6,P0DTC6
A0A1B0GVN3,C2orf92,SARS-CoV-2_ORF6,P0DTC6
Q8IVL8,CPO,SARS-CoV-2_ORF6,P0DTC6
P13236,CCL4,SARS-CoV-2_ORF6,P0DTC6
Q8N4T8,CBR4,SARS-CoV-2_ORF6,P0DTC6
Q9NRG0,CHRAC1,SARS-CoV-2_ORF6,P0DTC6
P80370,DLK1,SARS-CoV-2_ORF6,P0DTC6
Q9Y315,DERA,SARS-CoV-2_ORF6,P0DTC6
Q9NP97,DYNLRB1,SARS-CoV-2_ORF6,P0DTC6
Q14C86,GAPVD1,SARS-CoV-2_ORF6,P0DTC6
Q75N03,CBLL1,SARS-CoV-2_ORF6,P0DTC6
Q96AQ9,FAM131C,SARS-CoV-2_ORF6,P0DTC6
Q13753,LAMC2,SARS-CoV-2_ORF6,P0DTC6
Q9P2Q2,FRMD4A,SARS-CoV-2_ORF6,P0DTC6
P46095,GPR6,SARS-CoV-2_ORF6,P0DTC6
Q99075,HBEGF,SARS-CoV-2_ORF6,P0DTC6
P09630,HOXC6,SARS-CoV-2_ORF6,P0DTC6
A0A0U1RQI7,KLF18,SARS-CoV-2_ORF6,P0DTC6
P0DKB6,MPC1L,SARS-CoV-2_ORF6,P0DTC6
P30990,NTS,SARS-CoV-2_ORF6,P0DTC6
P62166,NCS1,SARS-CoV-2_ORF6,P0DTC6
Q8IY33,MICALL2,SARS-CoV-2_ORF6,P0DTC6
Q9NV56,MRGBP,SARS-CoV-2_ORF6,P0DTC6
P27482,CALML3,SARS-CoV-2_ORF6,P0DTC6
Q9NUB4,C20orf141,SARS-CoV-2_ORF6,P0DTC6
P11413,G6PD,SARS-CoV-2_ORF6,P0DTC6
O75822,EIF3J,SARS-CoV-2_ORF6,P0DTC6
P07992,ERCC1,SARS-CoV-2_ORF6,P0DTC6
Q96QV6,H2AC1,SARS-CoV-2_ORF6,P0DTC6
A1KXE4,FAM168B,SARS-CoV-2_ORF6,P0DTC6
O60645,EXOC3,SARS-CoV-2_ORF6,P0DTC6
Q8N6M3,FITM2,SARS-CoV-2_ORF6,P0DTC6
Q92915,FGF14,SARS-CoV-2_ORF6,P0DTC6
Q06787,FMR1,SARS-CoV-2_ORF6,P0DTC6
Q9NQ84,GPRC5C,SARS-CoV-2_ORF6,P0DTC6
P07203,GPX1,SARS-CoV-2_ORF6,P0DTC6
P0C0S5,H2AZ1,SARS-CoV-2_ORF6,P0DTC6
P04908,H2AC4,SARS-CoV-2_ORF6,P0DTC6
P20671,H2AC7,SARS-CoV-2_ORF6,P0DTC6
P60331,KRTAP10-1,SARS-CoV-2_ORF6,P0DTC6
P60368,KRTAP10-2,SARS-CoV-2_ORF6,P0DTC6
P60369,KRTAP10-3,SARS-CoV-2_ORF6,P0DTC6
P60372,KRTAP10-4,SARS-CoV-2_ORF6,P0DTC6
P60370,KRTAP10-5,SARS-CoV-2_ORF6,P0DTC6
P60371,KRTAP10-6,SARS-CoV-2_ORF6,P0DTC6
P60409,KRTAP10-7,SARS-CoV-2_ORF6,P0DTC6
P60410,KRTAP10-8,SARS-CoV-2_ORF6,P0DTC6
P60411,KRTAP10-9,SARS-CoV-2_ORF6,P0DTC6
Q3LHN2,KRTAP19-2,SARS-CoV-2_ORF6,P0DTC6
Q6L8G5,KRTAP5-10,SARS-CoV-2_ORF6,P0DTC6
Q6L8G4,KRTAP5-11,SARS-CoV-2_ORF6,P0DTC6
Q07627,KRTAP1-1,SARS-CoV-2_ORF6,P0DTC6
Q8IUG1,KRTAP1-3,SARS-CoV-2_ORF6,P0DTC6
P0C0S8,H2AC11,SARS-CoV-2_ORF6,P0DTC6
Q9P0R6,GSKIP,SARS-CoV-2_ORF6,P0DTC6
Q6UXT8,ALKAL1,SARS-CoV-2_ORF6,P0DTC6
Q9NWB6,ARGLU1,SARS-CoV-2_ORF6,P0DTC6
Q8N9R6,CDRT4,SARS-CoV-2_ORF6,P0DTC6
Q01432,AMPD3,SARS-CoV-2_ORF6,P0DTC6
Q13794,PMAIP1,SARS-CoV-2_ORF6,P0DTC6
P86791,CCZ1,SARS-CoV-2_ORF6,P0DTC6
Q15370,ELOB,SARS-CoV-2_ORF6,P0DTC6
P22749,GNLY,SARS-CoV-2_ORF6,P0DTC6
P14314,PRKCSH,SARS-CoV-2_ORF6,P0DTC6
Q8N8A8,FAM169B,SARS-CoV-2_ORF6,P0DTC6
Q96A65,EXOC4,SARS-CoV-2_ORF6,P0DTC6
Q9Y2T6,GPR55,SARS-CoV-2_ORF6,P0DTC6
Q6FI13,H2AC18,SARS-CoV-2_ORF6,P0DTC6
Q99871,HAUS7,SARS-CoV-2_ORF6,P0DTC6
Q9Y5Z4,HEBP2,SARS-CoV-2_ORF6,P0DTC6
Q9UBC1,NFKBIL1,SARS-CoV-2_ORF6,P0DTC6
P59991,KRTAP12-2,SARS-CoV-2_ORF6,P0DTC6
Q3LI58,KRTAP21-1,SARS-CoV-2_ORF6,P0DTC6
P60328,KRTAP12-3,SARS-CoV-2_ORF6,P0DTC6
Q9BYQ4,KRTAP9-2,SARS-CoV-2_ORF6,P0DTC6
Q9NPA8,ENY2,SARS-CoV-2_ORF6,P0DTC6
Q58FF7,HSP90AB3P,SARS-CoV-2_ORF6,P0DTC6
P34931,HSPA1L,SARS-CoV-2_ORF6,P0DTC6
P04553,PRM1,SARS-CoV-2_ORF6,P0DTC6
Q96HT8,MRFAP1L1,SARS-CoV-2_ORF6,P0DTC6
Q9Y5L5,LENEP,SARS-CoV-2_ORF6,P0DTC6
Q969E1,LEAP2,SARS-CoV-2_ORF6,P0DTC6
Q5T7P3,LCE1B,SARS-CoV-2_ORF6,P0DTC6
P01130,LDLR,SARS-CoV-2_ORF6,P0DTC6
O14633,LCE2B,SARS-CoV-2_ORF6,P0DTC6
Q5TA76,LCE3A,SARS-CoV-2_ORF6,P0DTC6
Q9Y4B5,MTCL1,SARS-CoV-2_ORF6,P0DTC6
Q9UHA4,LAMTOR3,SARS-CoV-2_ORF6,P0DTC6
Q7RTP6,MICAL3,SARS-CoV-2_ORF6,P0DTC6
Q96DE0,NUDT16,SARS-CoV-2_ORF6,P0DTC6
Q3KNT7,NSUN5P1,SARS-CoV-2_ORF6,P0DTC6
Q96AM1,MRGPRF,SARS-CoV-2_ORF6,P0DTC6
O43482,OIP5,SARS-CoV-2_ORF6,P0DTC6
Q8IVN3,MUSTN1,SARS-CoV-2_ORF6,P0DTC6
P06748,NPM1,SARS-CoV-2_ORF6,P0DTC6
Q16630,CPSF6,SARS-CoV-2_ORF6,P0DTC6
Q8WYN3,CSRNP3,SARS-CoV-2_ORF6,P0DTC6
Q96J86,CYYR1,SARS-CoV-2_ORF6,P0DTC6
Q6W0C5,DPPA3,SARS-CoV-2_ORF6,P0DTC6
Q96MK3,FAM20A,SARS-CoV-2_ORF6,P0DTC6
A0A1B0GW35,EXOC1L,SARS-CoV-2_ORF6,P0DTC6
B3EWG3,FAM25A,SARS-CoV-2_ORF6,P0DTC6
O15287,FANCG,SARS-CoV-2_ORF6,P0DTC6
Q9UI26,IPO11,SARS-CoV-2_ORF6,P0DTC6
Q9UJM8,HAO1,SARS-CoV-2_ORF6,P0DTC6
Q6EKJ0,GTF2IRD2B,SARS-CoV-2_ORF6,P0DTC6
O94819,KBTBD11,SARS-CoV-2_ORF6,P0DTC6
P17658,KCNA6,SARS-CoV-2_ORF6,P0DTC6
Q6UXD1,HRCT1,SARS-CoV-2_ORF6,P0DTC6
P48742,LHX1,SARS-CoV-2_ORF6,P0DTC6
Q6UW32,IGFL1,SARS-CoV-2_ORF6,P0DTC6
Q8N0Y5,OR8I2,SARS-CoV-2_ORF6,P0DTC6
Q8NGM8,OR6M1,SARS-CoV-2_ORF6,P0DTC6
Q6ZVX9,PAQR9,SARS-CoV-2_ORF6,P0DTC6
O00151,PDLIM1,SARS-CoV-2_ORF6,P0DTC6
Q6K0P9,PYHIN1,SARS-CoV-2_ORF6,P0DTC6
P01571,IFNA17,SARS-CoV-2_ORF6,P0DTC6
P05013,IFNA6,SARS-CoV-2_ORF6,P0DTC6
P01743,IGHV1-46,SARS-CoV-2_ORF6,P0DTC6
Q8N5G2,MACO1,SARS-CoV-2_ORF6,P0DTC6
Q8N8E1,MAPKAPK5-AS1,SARS-CoV-2_ORF6,P0DTC6
P29966,MARCKS,SARS-CoV-2_ORF6,P0DTC6
P05976,MYL1,SARS-CoV-2_ORF6,P0DTC6
Q9NP98,MYOZ1,SARS-CoV-2_ORF6,P0DTC6
E5RHQ5,NPIPB11,SARS-CoV-2_ORF6,P0DTC6
P08473,MME,SARS-CoV-2_ORF6,P0DTC6
Q6UXB8,PI16,SARS-CoV-2_ORF6,P0DTC6
P78356,PIP4K2B,SARS-CoV-2_ORF6,P0DTC6
Q8TEQ8,PIGO,SARS-CoV-2_ORF6,P0DTC6
C9JG80,NPIPB4,SARS-CoV-2_ORF6,P0DTC6
Q5T5B0,LCE3E,SARS-CoV-2_ORF6,P0DTC6
Q5TCM9,LCE5A,SARS-CoV-2_ORF6,P0DTC6
Q6JVE5,LCN12,SARS-CoV-2_ORF6,P0DTC6
P07900,HSP90AA1,SARS-CoV-2_ORF6,P0DTC6
B3KU38,IQCJ-SCHIP1,SARS-CoV-2_ORF6,P0DTC6
Q5T0T0,MARCHF8,SARS-CoV-2_ORF6,P0DTC6
Q9BYR9,KRTAP2-4,SARS-CoV-2_ORF6,P0DTC6
Q9BYQ5,KRTAP4-6,SARS-CoV-2_ORF6,P0DTC6
Q9BYQ6,KRTAP4-11,SARS-CoV-2_ORF6,P0DTC6
A8MXZ3,KRTAP9-1,SARS-CoV-2_ORF6,P0DTC6
Q9BYQ8,KRTAP4-9,SARS-CoV-2_ORF6,P0DTC6
Q9NRJ1,C8orf17,SARS-CoV-2_ORF6,P0DTC6
P02144,MB,SARS-CoV-2_ORF6,P0DTC6
Q9UH64,CDKN2A-DT,SARS-CoV-2_ORF6,P0DTC6
P05165,PCCA,SARS-CoV-2_ORF6,P0DTC6
Q86VZ1,P2RY8,SARS-CoV-2_ORF6,P0DTC6
Q6IE36,OVOS2,SARS-CoV-2_ORF6,P0DTC6
Q2TAK8,PWWP3A,SARS-CoV-2_ORF6,P0DTC6
Q6P3X8,PGBD2,SARS-CoV-2_ORF6,P0DTC6
O94992,HEXIM1,SARS-CoV-2_ORF6,P0DTC6
O43301,HSPA12A,SARS-CoV-2_ORF6,P0DTC6
Q96T58,SPEN,SARS-CoV-2_ORF6,P0DTC6
Q52LG2,KRTAP13-2,SARS-CoV-2_ORF6,P0DTC6
P60412,KRTAP10-11,SARS-CoV-2_ORF6,P0DTC6
Q3MIV0,KRTAP22-1,SARS-CoV-2_ORF6,P0DTC6
Q3LI83,KRTAP24-1,SARS-CoV-2_ORF6,P0DTC6
Q3LI62,KRTAP20-4,SARS-CoV-2_ORF6,P0DTC6
P60329,KRTAP12-4,SARS-CoV-2_ORF6,P0DTC6
Q9BYP8,KRTAP17-1,SARS-CoV-2_ORF6,P0DTC6
Q3SYF9,KRTAP19-7,SARS-CoV-2_ORF6,P0DTC6
Q8IUC1,KRTAP11-1,SARS-CoV-2_ORF6,P0DTC6
A8MX34,KRTAP29-1,SARS-CoV-2_ORF6,P0DTC6
Q14525,KRT33B,SARS-CoV-2_ORF6,P0DTC6
A6NCL2,LRCOL1,SARS-CoV-2_ORF6,P0DTC6
Q15722,LTB4R,SARS-CoV-2_ORF6,P0DTC6
Q9H8H0,NOL11,SARS-CoV-2_ORF6,P0DTC6
Q86UL8,MAGI2,SARS-CoV-2_ORF6,P0DTC6
O00483,NDUFA4,SARS-CoV-2_ORF6,P0DTC6
A0A075B6J9,IGLV2-18,SARS-CoV-2_ORF6,P0DTC6
A0A075B6I7,IGLV5-48,SARS-CoV-2_ORF6,P0DTC6
