proteinA,Gene_Symbol,proteinB,Accession
A0A286YF46,SCYGR5,SARS-CoV-2_nsp7,P0DTC1
H3BMG3,SMKR1,SARS-CoV-2_nsp7,P0DTC1
Q7L7L0,H2AW,SARS-CoV-2_nsp7,P0DTC1
Q701N4,KRTAP5-2,SARS-CoV-2_nsp7,P0DTC1
Q9BYQ9,KRTAP4-8,SARS-CoV-2_nsp7,P0DTC1
Q9BQ66,KRTAP4-12,SARS-CoV-2_nsp7,P0DTC1
Q6L8G9,KRTAP5-6,SARS-CoV-2_nsp7,P0DTC1
Q9BYQ0,KRTAP9-8,SARS-CoV-2_nsp7,P0DTC1
Q6L8H1,KRTAP5-4,SARS-CoV-2_nsp7,P0DTC1
Q92831,KAT2B,SARS-CoV-2_nsp7,P0DTC1
C9JFL3,PHGR1,SARS-CoV-2_nsp7,P0DTC1
Q9NRQ2,PLSCR4,SARS-CoV-2_nsp7,P0DTC1
O75915,ARL6IP5,SARS-CoV-2_nsp7,P0DTC1
Q8TA86,RP9,SARS-CoV-2_nsp7,P0DTC1
Q8WVE7,TMEM170A,SARS-CoV-2_nsp7,P0DTC1
Q9BYD1,MRPL13,SARS-CoV-2_nsp7,P0DTC1
Q9Y5Y9,SCN10A,SARS-CoV-2_nsp7,P0DTC1
Q96QK8,SMIM14,SARS-CoV-2_nsp7,P0DTC1
Q10587,TEF,SARS-CoV-2_nsp7,P0DTC1
Q8N4H5,TOMM5,SARS-CoV-2_nsp7,P0DTC1
Q9P0U1,TOMM7,SARS-CoV-2_nsp7,P0DTC1
Q8N6R1,SERP2,SARS-CoV-2_nsp7,P0DTC1
P0DMW2,NLRP2B,SARS-CoV-2_nsp7,P0DTC1
P49888,SULT1E1,SARS-CoV-2_nsp7,P0DTC1
Q9Y6N5,SQOR,SARS-CoV-2_nsp7,P0DTC1
A0A1B0GTR4,SPRR5,SARS-CoV-2_nsp7,P0DTC1
P42677,RPS27,SARS-CoV-2_nsp7,P0DTC1
A0A286YFB4,SCYGR2,SARS-CoV-2_nsp7,P0DTC1
P0C7Q6,SLC35G6,SARS-CoV-2_nsp7,P0DTC1
Q8TAP9,MPLKIP,SARS-CoV-2_nsp7,P0DTC1
Q99983,OMD,SARS-CoV-2_nsp7,P0DTC1
P18509,ADCYAP1,SARS-CoV-2_nsp7,P0DTC1
P62081,RPS7,SARS-CoV-2_nsp7,P0DTC1
P62861,FAU,SARS-CoV-2_nsp7,P0DTC1
P30408,TM4SF1,SARS-CoV-2_nsp7,P0DTC1
Q9ULZ0,TP53TG3,SARS-CoV-2_nsp7,P0DTC1
Q86YD5,LDLRAD3,SARS-CoV-2_nsp7,P0DTC1
Q9NPJ6,MED4,SARS-CoV-2_nsp7,P0DTC1
A2RU48,SMCO3,SARS-CoV-2_nsp7,P0DTC1
Q9UHV2,SERTAD1,SARS-CoV-2_nsp7,P0DTC1
A8MUU9,,SARS-CoV-2_nsp7,P0DTC1
Q6ZQT0,,SARS-CoV-2_nsp7,P0DTC1
Q9BTK2,,SARS-CoV-2_nsp7,P0DTC1
Q8N8P6,,SARS-CoV-2_nsp7,P0DTC1
A6NHS1,,SARS-CoV-2_nsp7,P0DTC1
Q9UF83,,SARS-CoV-2_nsp7,P0DTC1
