proteinA,Gene_Symbol,proteinB,Accession
P23582,NPPC,SARS-CoV-2_nsp10,P0DTC1
Q6IPU0,CENPP,SARS-CoV-2_nsp10,P0DTC1
Q9H1Y0,ATG5,SARS-CoV-2_nsp10,P0DTC1
Q76L83,ASXL2,SARS-CoV-2_nsp10,P0DTC1
Q8WXK4,ASB12,SARS-CoV-2_nsp10,P0DTC1
Q9NWX5,ASB6,SARS-CoV-2_nsp10,P0DTC1
Q9Y575,ASB3,SARS-CoV-2_nsp10,P0DTC1
Q86WG3,ATCAY,SARS-CoV-2_nsp10,P0DTC1
Q9H1I8,ASCC2,SARS-CoV-2_nsp10,P0DTC1
Q9H7F0,ATP13A3,SARS-CoV-2_nsp10,P0DTC1
Q7L266,ASRGL1,SARS-CoV-2_nsp10,P0DTC1
Q96M20,CNBD2,SARS-CoV-2_nsp10,P0DTC1
Q9UKP4,ADAMTS7,SARS-CoV-2_nsp10,P0DTC1
Q9P1U1,ACTR3B,SARS-CoV-2_nsp10,P0DTC1
P51793,CLCN4,SARS-CoV-2_nsp10,P0DTC1
Q8IXQ3,C9orf40,SARS-CoV-2_nsp10,P0DTC1
Q5TC12,ATPAF1,SARS-CoV-2_nsp10,P0DTC1
Q5T035,C9orf129,SARS-CoV-2_nsp10,P0DTC1
Q86X95,CIR1,SARS-CoV-2_nsp10,P0DTC1
Q9UNA0,ADAMTS5,SARS-CoV-2_nsp10,P0DTC1
A0PJX0,CIB4,SARS-CoV-2_nsp10,P0DTC1
Q6ZS10,CLEC17A,SARS-CoV-2_nsp10,P0DTC1
Q96RK0,CIC,SARS-CoV-2_nsp10,P0DTC1
Q6UXS0,CLEC19A,SARS-CoV-2_nsp10,P0DTC1
Q86WW8,COA5,SARS-CoV-2_nsp10,P0DTC1
Q8WWM7,ATXN2L,SARS-CoV-2_nsp10,P0DTC1
Q96MF6,COQ10A,SARS-CoV-2_nsp10,P0DTC1
Q96N68,C18orf15,SARS-CoV-2_nsp10,P0DTC1
Q6ZST2,COL25A1-DT,SARS-CoV-2_nsp10,P0DTC1
P24903,CYP2F1,SARS-CoV-2_nsp10,P0DTC1
Q7Z449,CYP2U1,SARS-CoV-2_nsp10,P0DTC1
O43405,COCH,SARS-CoV-2_nsp10,P0DTC1
Q96BA8,CREB3L1,SARS-CoV-2_nsp10,P0DTC1
Q9BZB8,CPEB1,SARS-CoV-2_nsp10,P0DTC1
Q17RY0,CPEB4,SARS-CoV-2_nsp10,P0DTC1
Q68CJ9,CREB3L3,SARS-CoV-2_nsp10,P0DTC1
Q9NYL5,CYP39A1,SARS-CoV-2_nsp10,P0DTC1
P07333,CSF1R,SARS-CoV-2_nsp10,P0DTC1
Q9NQ79,CRTAC1,SARS-CoV-2_nsp10,P0DTC1
P48047,ATP5PO,SARS-CoV-2_nsp10,P0DTC1
P56385,ATP5ME,SARS-CoV-2_nsp10,P0DTC1
Q96KJ9,COX4I2,SARS-CoV-2_nsp10,P0DTC1
Q8WXF5,CRYGN,SARS-CoV-2_nsp10,P0DTC1
Q9ULV4,CORO1C,SARS-CoV-2_nsp10,P0DTC1
Q6NV74,CRACDL,SARS-CoV-2_nsp10,P0DTC1
Q5H9J7,BEX5,SARS-CoV-2_nsp10,P0DTC1
Q9UIG0,BAZ1B,SARS-CoV-2_nsp10,P0DTC1
Q8IWQ3,BRSK2,SARS-CoV-2_nsp10,P0DTC1
Q13072,BAGE,SARS-CoV-2_nsp10,P0DTC1
Q96G97,BSCL2,SARS-CoV-2_nsp10,P0DTC1
Q8TD16,BICD2,SARS-CoV-2_nsp10,P0DTC1
A6NGU7,LINC01546,SARS-CoV-2_nsp10,P0DTC1
P00167,CYB5A,SARS-CoV-2_nsp10,P0DTC1
Q9H503,BANF2,SARS-CoV-2_nsp10,P0DTC1
Q96NH3,TBC1D32,SARS-CoV-2_nsp10,P0DTC1
A8MVZ5,BTNL10,SARS-CoV-2_nsp10,P0DTC1
Q6ZT62,BARGIN,SARS-CoV-2_nsp10,P0DTC1
Q8NFJ9,BBS1,SARS-CoV-2_nsp10,P0DTC1
Q13939,CCIN,SARS-CoV-2_nsp10,P0DTC1
Q5TID7,CCDC181,SARS-CoV-2_nsp10,P0DTC1
P54687,BCAT1,SARS-CoV-2_nsp10,P0DTC1
Q5VZK9,CARMIL1,SARS-CoV-2_nsp10,P0DTC1
P56202,CTSW,SARS-CoV-2_nsp10,P0DTC1
A0A1B0GTZ2,CCDC196,SARS-CoV-2_nsp10,P0DTC1
Q13561,DCTN2,SARS-CoV-2_nsp10,P0DTC1
O75935,DCTN3,SARS-CoV-2_nsp10,P0DTC1
Q9H4E7,DEF6,SARS-CoV-2_nsp10,P0DTC1
P47756,CAPZB,SARS-CoV-2_nsp10,P0DTC1
Q14790,CASP8,SARS-CoV-2_nsp10,P0DTC1
Q9UKL3,CASP8AP2,SARS-CoV-2_nsp10,P0DTC1
O15234,CASC3,SARS-CoV-2_nsp10,P0DTC1
Q13948,CUX1,SARS-CoV-2_nsp10,P0DTC1
Q9UER7,DAXX,SARS-CoV-2_nsp10,P0DTC1
Q86SG3,DAZ4,SARS-CoV-2_nsp10,P0DTC1
Q96EP5,DAZAP1,SARS-CoV-2_nsp10,P0DTC1
Q30KR1,DEFB109B,SARS-CoV-2_nsp10,P0DTC1
Q30KQ9,DEFB110,SARS-CoV-2_nsp10,P0DTC1
Q30KQ8,DEFB112,SARS-CoV-2_nsp10,P0DTC1
P35659,DEK,SARS-CoV-2_nsp10,P0DTC1
Q30KQ7,DEFB113,SARS-CoV-2_nsp10,P0DTC1
Q30KQ6,DEFB114,SARS-CoV-2_nsp10,P0DTC1
Q30KQ5,DEFB115,SARS-CoV-2_nsp10,P0DTC1
Q8N690,DEFB119,SARS-CoV-2_nsp10,P0DTC1
Q16832,DDR2,SARS-CoV-2_nsp10,P0DTC1
Q5J5C9,DEFB121,SARS-CoV-2_nsp10,P0DTC1
Q8N688,DEFB123,SARS-CoV-2_nsp10,P0DTC1
O15484,CAPN5,SARS-CoV-2_nsp10,P0DTC1
A6NHC0,CAPN8,SARS-CoV-2_nsp10,P0DTC1
Q68DN1,C2orf16,SARS-CoV-2_nsp10,P0DTC1
Q9NR30,DDX21,SARS-CoV-2_nsp10,P0DTC1
Q2NKX9,C2orf68,SARS-CoV-2_nsp10,P0DTC1
Q8N568,DCLK2,SARS-CoV-2_nsp10,P0DTC1
Q9H8H2,DDX31,SARS-CoV-2_nsp10,P0DTC1
P32238,CCKAR,SARS-CoV-2_nsp10,P0DTC1
O95822,MLYCD,SARS-CoV-2_nsp10,P0DTC1
P59666,DEFA3,SARS-CoV-2_nsp10,P0DTC1
Q9UJV9,DDX41,SARS-CoV-2_nsp10,P0DTC1
Q86XP3,DDX42,SARS-CoV-2_nsp10,P0DTC1
Q9Y4B6,DCAF1,SARS-CoV-2_nsp10,P0DTC1
Q9BQ39,DDX50,SARS-CoV-2_nsp10,P0DTC1
Q86TM3,DDX53,SARS-CoV-2_nsp10,P0DTC1
Q8NHQ9,DDX55,SARS-CoV-2_nsp10,P0DTC1
P13501,CCL5,SARS-CoV-2_nsp10,P0DTC1
Q8TDN4,CABLES1,SARS-CoV-2_nsp10,P0DTC1
Q92793,CREBBP,SARS-CoV-2_nsp10,P0DTC1
Q96KC9,CABS1,SARS-CoV-2_nsp10,P0DTC1
O60826,CCDC22,SARS-CoV-2_nsp10,P0DTC1
Q9BXU9,CALN1,SARS-CoV-2_nsp10,P0DTC1
Q8NA61,CBY2,SARS-CoV-2_nsp10,P0DTC1
Q8IYK2,CCDC105,SARS-CoV-2_nsp10,P0DTC1
P08571,CD14,SARS-CoV-2_nsp10,P0DTC1
Q8NHQ1,CEP70,SARS-CoV-2_nsp10,P0DTC1
Q6P2H3,CEP85,SARS-CoV-2_nsp10,P0DTC1
Q5SZD1,C6orf141,SARS-CoV-2_nsp10,P0DTC1
Q5T6M2,LINC00242,SARS-CoV-2_nsp10,P0DTC1
Q8WUX2,CHAC2,SARS-CoV-2_nsp10,P0DTC1
P0C7V0,LINC00271,SARS-CoV-2_nsp10,P0DTC1
Q7Z4U5,C6orf201,SARS-CoV-2_nsp10,P0DTC1
Q96M91,CFAP53,SARS-CoV-2_nsp10,P0DTC1
Q9C0B2,CFAP74,SARS-CoV-2_nsp10,P0DTC1
Q5T0N1,CFAP70,SARS-CoV-2_nsp10,P0DTC1
Q96S94,CCNL2,SARS-CoV-2_nsp10,P0DTC1
Q3B7I2,CNPY1,SARS-CoV-2_nsp10,P0DTC1
P21554,CNR1,SARS-CoV-2_nsp10,P0DTC1
Q5SY13,COL5A1-AS1,SARS-CoV-2_nsp10,P0DTC1
Q6FI81,CIAPIN1,SARS-CoV-2_nsp10,P0DTC1
Q8NEA5,C19orf18,SARS-CoV-2_nsp10,P0DTC1
P20674,COX5A,SARS-CoV-2_nsp10,P0DTC1
P06850,CRH,SARS-CoV-2_nsp10,P0DTC1
Q8N9R0,LINC00304,SARS-CoV-2_nsp10,P0DTC1
P00414,MT-CO3,SARS-CoV-2_nsp10,P0DTC1
P16562,CRISP2,SARS-CoV-2_nsp10,P0DTC1
Q9NUQ9,CYRIB,SARS-CoV-2_nsp10,P0DTC1
P19235,EPOR,SARS-CoV-2_nsp10,P0DTC1
P13498,CYBA,SARS-CoV-2_nsp10,P0DTC1
Q8NCA5,FAM98A,SARS-CoV-2_nsp10,P0DTC1
Q9UQB3,CTNND2,SARS-CoV-2_nsp10,P0DTC1
Q8TCP9,FAM200A,SARS-CoV-2_nsp10,P0DTC1
Q6XXX2,LINC00114,SARS-CoV-2_nsp10,P0DTC1
Q6ZN03,LINC00322,SARS-CoV-2_nsp10,P0DTC1
Q13873,BMPR2,SARS-CoV-2_nsp10,P0DTC1
Q9NYF8,BCLAF1,SARS-CoV-2_nsp10,P0DTC1
Q9UHK6,AMACR,SARS-CoV-2_nsp10,P0DTC1
P12235,SLC25A4,SARS-CoV-2_nsp10,P0DTC1
Q4G176,ACSF3,SARS-CoV-2_nsp10,P0DTC1
Q9H0C2,SLC25A31,SARS-CoV-2_nsp10,P0DTC1
P51828,ADCY7,SARS-CoV-2_nsp10,P0DTC1
Q8NFM4,ADCY4,SARS-CoV-2_nsp10,P0DTC1
P68133,ACTA1,SARS-CoV-2_nsp10,P0DTC1
Q9H553,ALG2,SARS-CoV-2_nsp10,P0DTC1
Q15847,ADIRF,SARS-CoV-2_nsp10,P0DTC1
Q9Y2D8,SSX2IP,SARS-CoV-2_nsp10,P0DTC1
Q8N8L6,ARL10,SARS-CoV-2_nsp10,P0DTC1
Q96BM1,ANKRD9,SARS-CoV-2_nsp10,P0DTC1
O60678,PRMT3,SARS-CoV-2_nsp10,P0DTC1
Q92888,ARHGEF1,SARS-CoV-2_nsp10,P0DTC1
Q8IU89,CERS3,SARS-CoV-2_nsp10,P0DTC1
P30533,LRPAP1,SARS-CoV-2_nsp10,P0DTC1
D6REC4,CFAP99,SARS-CoV-2_nsp10,P0DTC1
Q9Y587,AP4S1,SARS-CoV-2_nsp10,P0DTC1
Q8IXF9,AQP12A,SARS-CoV-2_nsp10,P0DTC1
O43423,ANP32C,SARS-CoV-2_nsp10,P0DTC1
Q5CZ79,ANKRD20A8P,SARS-CoV-2_nsp10,P0DTC1
Q8IW19,APLF,SARS-CoV-2_nsp10,P0DTC1
P07355,ANXA2,SARS-CoV-2_nsp10,P0DTC1
P01160,NPPA,SARS-CoV-2_nsp10,P0DTC1
Q5T9A4,ATAD3B,SARS-CoV-2_nsp10,P0DTC1
Q5TC04,ATP1A1-AS1,SARS-CoV-2_nsp10,P0DTC1
O94823,ATP10B,SARS-CoV-2_nsp10,P0DTC1
Q8N9N2,ASCC1,SARS-CoV-2_nsp10,P0DTC1
O75110,ATP9A,SARS-CoV-2_nsp10,P0DTC1
Q13825,AUH,SARS-CoV-2_nsp10,P0DTC1
P18859,ATP5PF,SARS-CoV-2_nsp10,P0DTC1
Q9UPA5,BSN,SARS-CoV-2_nsp10,P0DTC1
Q7Z569,BRAP,SARS-CoV-2_nsp10,P0DTC1
O14548,COX7A2L,SARS-CoV-2_nsp10,P0DTC1
Q9BU40,CHRDL1,SARS-CoV-2_nsp10,P0DTC1
Q6PJG6,BRAT1,SARS-CoV-2_nsp10,P0DTC1
O14981,BTAF1,SARS-CoV-2_nsp10,P0DTC1
Q9NPI1,BRD7,SARS-CoV-2_nsp10,P0DTC1
Q8WWI5,SLC44A1,SARS-CoV-2_nsp10,P0DTC1
Q13490,BIRC2,SARS-CoV-2_nsp10,P0DTC1
Q9HAW0,BRF2,SARS-CoV-2_nsp10,P0DTC1
P08311,CTSG,SARS-CoV-2_nsp10,P0DTC1
O14944,EREG,SARS-CoV-2_nsp10,P0DTC1
Q8N9W8,FAM71D,SARS-CoV-2_nsp10,P0DTC1
Q96GI7,FAM89A,SARS-CoV-2_nsp10,P0DTC1
Q9BPY3,FAM118B,SARS-CoV-2_nsp10,P0DTC1
Q8N7L0,FAM216B,SARS-CoV-2_nsp10,P0DTC1
Q9NWS6,FAM118A,SARS-CoV-2_nsp10,P0DTC1
Q8IW50,FAM219A,SARS-CoV-2_nsp10,P0DTC1
A6NKX1,FAM223B,SARS-CoV-2_nsp10,P0DTC1
A0A494C0Y3,FAM246A,SARS-CoV-2_nsp10,P0DTC1
Q96L91,EP400,SARS-CoV-2_nsp10,P0DTC1
P11171,EPB41,SARS-CoV-2_nsp10,P0DTC1
O95528,SLC2A10,SARS-CoV-2_nsp10,P0DTC1
Q05397,PTK2,SARS-CoV-2_nsp10,P0DTC1
Q96D09,GPRASP2,SARS-CoV-2_nsp10,P0DTC1
Q8N1C3,GABRG1,SARS-CoV-2_nsp10,P0DTC1
Q5TEC6,H3-2,SARS-CoV-2_nsp10,P0DTC1
Q15486,GUSBP1,SARS-CoV-2_nsp10,P0DTC1
Q16695,H3-4,SARS-CoV-2_nsp10,P0DTC1
P16104,H2AX,SARS-CoV-2_nsp10,P0DTC1
P84243,H3-3A,SARS-CoV-2_nsp10,P0DTC1
P41594,GRM5,SARS-CoV-2_nsp10,P0DTC1
Q8WUI4,HDAC7,SARS-CoV-2_nsp10,P0DTC1
Q9UQL6,HDAC5,SARS-CoV-2_nsp10,P0DTC1
Q6UX52,C17orf99,SARS-CoV-2_nsp10,P0DTC1
Q96LR2,LURAP1,SARS-CoV-2_nsp10,P0DTC1
Q9H9V9,JMJD4,SARS-CoV-2_nsp10,P0DTC1
Q17R60,IMPG1,SARS-CoV-2_nsp10,P0DTC1
O15397,IPO8,SARS-CoV-2_nsp10,P0DTC1
O94829,IPO13,SARS-CoV-2_nsp10,P0DTC1
Q96P70,IPO9,SARS-CoV-2_nsp10,P0DTC1
Q99456,KRT12,SARS-CoV-2_nsp10,P0DTC1
Q75QN2,INTS8,SARS-CoV-2_nsp10,P0DTC1
Q9BYR5,KRTAP4-2,SARS-CoV-2_nsp10,P0DTC1
Q9BYR0,KRTAP4-7,SARS-CoV-2_nsp10,P0DTC1
P59990,KRTAP12-1,SARS-CoV-2_nsp10,P0DTC1
Q9BYR8,KRTAP3-1,SARS-CoV-2_nsp10,P0DTC1
Q9BYR3,KRTAP4-4,SARS-CoV-2_nsp10,P0DTC1
Q9BYR7,KRTAP3-2,SARS-CoV-2_nsp10,P0DTC1
O75690,KRTAP5-8,SARS-CoV-2_nsp10,P0DTC1
O43474,KLF4,SARS-CoV-2_nsp10,P0DTC1
A6PVL3,KNCN,SARS-CoV-2_nsp10,P0DTC1
Q8NG31,KNL1,SARS-CoV-2_nsp10,P0DTC1
Q9P2K6,KLHL42,SARS-CoV-2_nsp10,P0DTC1
P11801,PSKH1,SARS-CoV-2_nsp10,P0DTC1
Q9ULD8,KCNH3,SARS-CoV-2_nsp10,P0DTC1
Q9H7Z6,KAT8,SARS-CoV-2_nsp10,P0DTC1
Q9NQT8,KIF13B,SARS-CoV-2_nsp10,P0DTC1
Q8N5Z5,KCTD17,SARS-CoV-2_nsp10,P0DTC1
O43525,KCNQ3,SARS-CoV-2_nsp10,P0DTC1
P01597,IGKV1-39,SARS-CoV-2_nsp10,P0DTC1
P04433,IGKV3-11,SARS-CoV-2_nsp10,P0DTC1
P06315,IGKV5-2,SARS-CoV-2_nsp10,P0DTC1
A0A087WSZ0,IGKV1D-8,SARS-CoV-2_nsp10,P0DTC1
P01611,IGKV1D-12,SARS-CoV-2_nsp10,P0DTC1
P04180,LCAT,SARS-CoV-2_nsp10,P0DTC1
O76015,KRT38,SARS-CoV-2_nsp10,P0DTC1
Q9BVA0,KATNB1,SARS-CoV-2_nsp10,P0DTC1
Q9UK32,RPS6KA6,SARS-CoV-2_nsp10,P0DTC1
P36776,LONP1,SARS-CoV-2_nsp10,P0DTC1
Q99542,MMP19,SARS-CoV-2_nsp10,P0DTC1
Q9UKD2,MRTO4,SARS-CoV-2_nsp10,P0DTC1
Q8NB16,MLKL,SARS-CoV-2_nsp10,P0DTC1
Q8TBZ2,MYCBPAP,SARS-CoV-2_nsp10,P0DTC1
Q8NGA0,OR7G1,SARS-CoV-2_nsp10,P0DTC1
Q9UND3,NPIPA1,SARS-CoV-2_nsp10,P0DTC1
Q8IZS5,OFCC1,SARS-CoV-2_nsp10,P0DTC1
Q9Y5P1,OR51B2,SARS-CoV-2_nsp10,P0DTC1
Q86WS3,OOSP2,SARS-CoV-2_nsp10,P0DTC1
P32243,OTX2,SARS-CoV-2_nsp10,P0DTC1
Q9H244,P2RY12,SARS-CoV-2_nsp10,P0DTC1
Q9UN75,PCDHA12,SARS-CoV-2_nsp10,P0DTC1
Q9Y5E6,PCDHB3,SARS-CoV-2_nsp10,P0DTC1
Q15391,P2RY14,SARS-CoV-2_nsp10,P0DTC1
Q9Y5E5,PCDHB4,SARS-CoV-2_nsp10,P0DTC1
Q96M98,PACRG,SARS-CoV-2_nsp10,P0DTC1
Q9NWS1,PARPBP,SARS-CoV-2_nsp10,P0DTC1
Q9NRJ7,PCDHB16,SARS-CoV-2_nsp10,P0DTC1
Q86YD1,PTOV1,SARS-CoV-2_nsp10,P0DTC1
Q06203,PPAT,SARS-CoV-2_nsp10,P0DTC1
Q8IXQ6,PARP9,SARS-CoV-2_nsp10,P0DTC1
Q9Y5H3,PCDHGA10,SARS-CoV-2_nsp10,P0DTC1
Q9UKK3,PARP4,SARS-CoV-2_nsp10,P0DTC1
Q8IVL5,P3H2,SARS-CoV-2_nsp10,P0DTC1
Q9UM07,PADI4,SARS-CoV-2_nsp10,P0DTC1
O94913,PCF11,SARS-CoV-2_nsp10,P0DTC1
Q8WXA2,PATE1,SARS-CoV-2_nsp10,P0DTC1
Q8WUM4,PDCD6IP,SARS-CoV-2_nsp10,P0DTC1
O14683,TP53I11,SARS-CoV-2_nsp10,P0DTC1
O75781,PALM,SARS-CoV-2_nsp10,P0DTC1
Q14432,PDE3A,SARS-CoV-2_nsp10,P0DTC1
O15460,P4HA2,SARS-CoV-2_nsp10,P0DTC1
Q9UHG2,PCSK1N,SARS-CoV-2_nsp10,P0DTC1
P0DJD9,PGA5,SARS-CoV-2_nsp10,P0DTC1
Q9UII2,ATP5IF1,SARS-CoV-2_nsp10,P0DTC1
P19652,ORM2,SARS-CoV-2_nsp10,P0DTC1
Q5TBC7,BCL2L15,SARS-CoV-2_nsp10,P0DTC1
Q96SE0,ABHD1,SARS-CoV-2_nsp10,P0DTC1
P08910,ABHD2,SARS-CoV-2_nsp10,P0DTC1
O94911,ABCA8,SARS-CoV-2_nsp10,P0DTC1
Q96G01,BICD1,SARS-CoV-2_nsp10,P0DTC1
O60239,SH3BP5,SARS-CoV-2_nsp10,P0DTC1
O60516,EIF4EBP3,SARS-CoV-2_nsp10,P0DTC1
P08195,SLC3A2,SARS-CoV-2_nsp10,P0DTC1
P35226,BMI1,SARS-CoV-2_nsp10,P0DTC1
Q96GS6,ABHD17A,SARS-CoV-2_nsp10,P0DTC1
Q9NY61,AATF,SARS-CoV-2_nsp10,P0DTC1
Q96AP0,ACD,SARS-CoV-2_nsp10,P0DTC1
Q9H161,ALX4,SARS-CoV-2_nsp10,P0DTC1
O95490,ADGRL2,SARS-CoV-2_nsp10,P0DTC1
Q86UN6,AKAP14,SARS-CoV-2_nsp10,P0DTC1
O75969,AKAP3,SARS-CoV-2_nsp10,P0DTC1
Q13023,AKAP6,SARS-CoV-2_nsp10,P0DTC1
P40145,ADCY8,SARS-CoV-2_nsp10,P0DTC1
Q6XD76,ASCL4,SARS-CoV-2_nsp10,P0DTC1
Q8IZT6,ASPM,SARS-CoV-2_nsp10,P0DTC1
O75746,SLC25A12,SARS-CoV-2_nsp10,P0DTC1
Q9H2U6,LINC00597,SARS-CoV-2_nsp10,P0DTC1
Q8N910,PAK6-AS1,SARS-CoV-2_nsp10,P0DTC1
Q9H9F9,ACTR5,SARS-CoV-2_nsp10,P0DTC1
Q9H993,ARMT1,SARS-CoV-2_nsp10,P0DTC1
Q5K131,CLLU1,SARS-CoV-2_nsp10,P0DTC1
P09496,CLTA,SARS-CoV-2_nsp10,P0DTC1
O43861,ATP9B,SARS-CoV-2_nsp10,P0DTC1
Q9BW66,CINP,SARS-CoV-2_nsp10,P0DTC1
P35523,CLCN1,SARS-CoV-2_nsp10,P0DTC1
P51790,CLCN3,SARS-CoV-2_nsp10,P0DTC1
H7C241,CLDN34,SARS-CoV-2_nsp10,P0DTC1
Q8TE58,ADAMTS15,SARS-CoV-2_nsp10,P0DTC1
O15551,CLDN3,SARS-CoV-2_nsp10,P0DTC1
P56747,CLDN6,SARS-CoV-2_nsp10,P0DTC1
A8TX70,COL6A5,SARS-CoV-2_nsp10,P0DTC1
Q8WW18,C17orf50,SARS-CoV-2_nsp10,P0DTC1
Q58HT5,AWAT1,SARS-CoV-2_nsp10,P0DTC1
Q7Z4G1,COMMD6,SARS-CoV-2_nsp10,P0DTC1
K7EIQ3,ZNF561-AS1,SARS-CoV-2_nsp10,P0DTC1
Q92858,ATOH1,SARS-CoV-2_nsp10,P0DTC1
Q8WZ55,BSND,SARS-CoV-2_nsp10,P0DTC1
Q075Z2,BSPH1,SARS-CoV-2_nsp10,P0DTC1
O75208,COQ9,SARS-CoV-2_nsp10,P0DTC1
P07316,CRYGB,SARS-CoV-2_nsp10,P0DTC1
Q494V2,CFAP100,SARS-CoV-2_nsp10,P0DTC1
Q8TDH9,BLOC1S5,SARS-CoV-2_nsp10,P0DTC1
P50238,CRIP1,SARS-CoV-2_nsp10,P0DTC1
P59051,BRWD1-AS2,SARS-CoV-2_nsp10,P0DTC1
P56545,CTBP2,SARS-CoV-2_nsp10,P0DTC1
P48751,SLC4A3,SARS-CoV-2_nsp10,P0DTC1
Q8NI51,CTCFL,SARS-CoV-2_nsp10,P0DTC1
P51587,BRCA2,SARS-CoV-2_nsp10,P0DTC1
Q8NHY0,B4GALNT2,SARS-CoV-2_nsp10,P0DTC1
P11021,HSPA5,SARS-CoV-2_nsp10,P0DTC1
Q9H7X2,C1orf115,SARS-CoV-2_nsp10,P0DTC1
Q8TD86,CALML6,SARS-CoV-2_nsp10,P0DTC1
P27797,CALR,SARS-CoV-2_nsp10,P0DTC1
Q9NY47,CACNA2D2,SARS-CoV-2_nsp10,P0DTC1
Q5XLA6,CARD17,SARS-CoV-2_nsp10,P0DTC1
O75155,CAND2,SARS-CoV-2_nsp10,P0DTC1
Q8IU99,CALHM1,SARS-CoV-2_nsp10,P0DTC1
Q5VVM6,CCDC30,SARS-CoV-2_nsp10,P0DTC1
Q96CT7,CCDC124,SARS-CoV-2_nsp10,P0DTC1
P98082,DAB2,SARS-CoV-2_nsp10,P0DTC1
Q13137,CALCOCO2,SARS-CoV-2_nsp10,P0DTC1
Q53HC0,CCDC92,SARS-CoV-2_nsp10,P0DTC1
P55287,CDH11,SARS-CoV-2_nsp10,P0DTC1
B2RNN3,C1QTNF9B,SARS-CoV-2_nsp10,P0DTC1
P43155,CRAT,SARS-CoV-2_nsp10,P0DTC1
Q13634,CDH18,SARS-CoV-2_nsp10,P0DTC1
Q99622,C12orf57,SARS-CoV-2_nsp10,P0DTC1
Q9C0F1,CEP44,SARS-CoV-2_nsp10,P0DTC1
P51659,HSD17B4,SARS-CoV-2_nsp10,P0DTC1
P04234,CD3D,SARS-CoV-2_nsp10,P0DTC1
Q96EP1,CHFR,SARS-CoV-2_nsp10,P0DTC1
P09693,CD3G,SARS-CoV-2_nsp10,P0DTC1
Q6UWT4,C5orf46,SARS-CoV-2_nsp10,P0DTC1
Q9UKJ5,CHIC2,SARS-CoV-2_nsp10,P0DTC1
O95661,DIRAS3,SARS-CoV-2_nsp10,P0DTC1
O14646,CHD1,SARS-CoV-2_nsp10,P0DTC1
P0CG37,CFC1,SARS-CoV-2_nsp10,P0DTC1
O00230,CORT,SARS-CoV-2_nsp10,P0DTC1
Q14232,EIF2B1,SARS-CoV-2_nsp10,P0DTC1
P82279,CRB1,SARS-CoV-2_nsp10,P0DTC1
P67870,CSNK2B,SARS-CoV-2_nsp10,P0DTC1
Q8NI60,COQ8A,SARS-CoV-2_nsp10,P0DTC1
Q0D2K5,EGFEM1P,SARS-CoV-2_nsp10,P0DTC1
A8MWE9,EFCAB8,SARS-CoV-2_nsp10,P0DTC1
Q9HA90,EFCC1,SARS-CoV-2_nsp10,P0DTC1
Q96D31,ORAI1,SARS-CoV-2_nsp10,P0DTC1
P15954,COX7C,SARS-CoV-2_nsp10,P0DTC1
Q13363,CTBP1,SARS-CoV-2_nsp10,P0DTC1
Q8WYQ4,C22orf15,SARS-CoV-2_nsp10,P0DTC1
Q717R9,CYS1,SARS-CoV-2_nsp10,P0DTC1
A0FGR8,ESYT2,SARS-CoV-2_nsp10,P0DTC1
Q8N4M1,SLC44A3,SARS-CoV-2_nsp10,P0DTC1
P35212,GJA4,SARS-CoV-2_nsp10,P0DTC1
Q13616,CUL1,SARS-CoV-2_nsp10,P0DTC1
P0C2S0,CTXN2,SARS-CoV-2_nsp10,P0DTC1
Q2VPK5,CTU2,SARS-CoV-2_nsp10,P0DTC1
O95786,DDX58,SARS-CoV-2_nsp10,P0DTC1
P81534,DEFB103A,SARS-CoV-2_nsp10,P0DTC1
Q9Y3I1,FBXO7,SARS-CoV-2_nsp10,P0DTC1
Q8IYS4,DNAAF8,SARS-CoV-2_nsp10,P0DTC1
P49789,FHIT,SARS-CoV-2_nsp10,P0DTC1
Q96GE9,DMAC1,SARS-CoV-2_nsp10,P0DTC1
Q9H7Y0,DIPK2B,SARS-CoV-2_nsp10,P0DTC1
O95633,FSTL3,SARS-CoV-2_nsp10,P0DTC1
Q9Y5R5,DMRT2,SARS-CoV-2_nsp10,P0DTC1
P00367,GLUD1,SARS-CoV-2_nsp10,P0DTC1
Q13838,DDX39B,SARS-CoV-2_nsp10,P0DTC1
O60762,DPM1,SARS-CoV-2_nsp10,P0DTC1
Q9HAF1,MEAF6,SARS-CoV-2_nsp10,P0DTC1
Q8TF65,GIPC2,SARS-CoV-2_nsp10,P0DTC1
Q8TEA8,DTD1,SARS-CoV-2_nsp10,P0DTC1
Q8IY82,DRC7,SARS-CoV-2_nsp10,P0DTC1
Q9HB65,ELL3,SARS-CoV-2_nsp10,P0DTC1
P52797,EFNA3,SARS-CoV-2_nsp10,P0DTC1
Q6UWT2,ENHO,SARS-CoV-2_nsp10,P0DTC1
Q8TDU6,GPBAR1,SARS-CoV-2_nsp10,P0DTC1
Q8N6R0,METTL13,SARS-CoV-2_nsp10,P0DTC1
Q9H9Y4,GPN2,SARS-CoV-2_nsp10,P0DTC1
Q8N257,H2BU1,SARS-CoV-2_nsp10,P0DTC1
Q8NB91,FANCB,SARS-CoV-2_nsp10,P0DTC1
O43524,FOXO3,SARS-CoV-2_nsp10,P0DTC1
P08151,GLI1,SARS-CoV-2_nsp10,P0DTC1
